epoch,phase,itr,lr,mode,KL,RE_img,BCE_attr,loss,time
1,train,390,0.0001,image,98.02926635742188,0.011007323861122131,0.0,0.01590878516435623,0m 30s
1,train,390,0.0001,attrs,100.32847595214844,0.0,2.7418060302734375,0.27919700741767883,0m 30s
1,train,420,0.0001,joint,145.4847869873047,0.014204049482941628,2.4834556579589844,0.2698238492012024,0m 30s
1,train,420,0.0001,image,99.55513000488281,0.010160811245441437,0.0,0.015138568356633186,0m 30s
1,train,420,0.0001,attrs,106.18942260742188,0.0,2.4143388271331787,0.2467433512210846,0m 30s
1,val,30,0.0001,joint,141.81040954589844,0.015227016061544418,2.138005256652832,0.23611804842948914,0m 26s
1,val,30,0.0001,image,95.58379364013672,0.011005811393260956,0.0,0.01578500121831894,0m 26s
1,val,30,0.0001,attrs,105.43740844726562,0.0,1.6729846000671387,0.1725703477859497,0m 26s
1,val,60,0.0001,joint,141.14984130859375,0.01393893826752901,2.1030941009521484,0.2313058227300644,0m 23s
1,val,60,0.0001,image,93.52200317382812,0.010394672863185406,0.0,0.015070772729814053,0m 23s
1,val,60,0.0001,attrs,104.92047119140625,0.0,1.650226354598999,0.17026865482330322,0m 23s
1,val,90,0.0001,joint,142.19366455078125,0.014330990612506866,2.1085782051086426,0.23229849338531494,0m 24s
1,val,90,0.0001,image,94.70140838623047,0.010470528155565262,0.0,0.015205597504973412,0m 24s
1,val,90,0.0001,attrs,106.32981872558594,0.0,1.6250277757644653,0.16781926155090332,0m 24s
2,train,30,0.0001,joint,150.4383087158203,0.01539173536002636,2.22591233253479,0.24550488591194153,0m 29s
2,train,30,0.0001,image,101.78495788574219,0.010502375662326813,0.0,0.015591622330248356,0m 29s
2,train,30,0.0001,attrs,112.17589569091797,0.0,2.1623497009277344,0.22184374928474426,0m 29s
2,train,60,0.0001,joint,151.12643432617188,0.014297096990048885,2.0465335845947266,0.2265067845582962,0m 29s
2,train,60,0.0001,image,100.64020538330078,0.00990946963429451,0.0,0.01494148001074791,0m 29s
2,train,60,0.0001,attrs,114.24414825439453,0.0,1.9826183319091797,0.20397403836250305,0m 29s
2,train,90,0.0001,joint,153.64044189453125,0.015328658744692802,1.9257324934005737,0.2155839502811432,0m 30s
2,train,90,0.0001,image,102.45055389404297,0.010751163586974144,0.0,0.01587369292974472,0m 30s
2,train,90,0.0001,attrs,116.5363998413086,0.0,1.8548932075500488,0.1913161426782608,0m 30s
2,train,120,0.0001,joint,156.46859741210938,0.014518028125166893,1.6847312450408936,0.19081458449363708,0m 31s
2,train,120,0.0001,image,102.01397705078125,0.009805864654481411,0.0,0.014906562864780426,0m 31s
2,train,120,0.0001,attrs,120.89643859863281,0.0,1.6324042081832886,0.16928523778915405,0m 31s
2,train,150,0.0001,joint,157.89500427246094,0.014810897409915924,1.6393451690673828,0.1866401731967926,0m 30s
2,train,150,0.0001,image,102.48202514648438,0.010074554942548275,0.0,0.015198655426502228,0m 30s
2,train,150,0.0001,attrs,122.12210083007812,0.0,1.574331521987915,0.16353926062583923,0m 30s
2,train,180,0.0001,joint,159.8728485107422,0.01425947342067957,1.3683700561523438,0.15909013152122498,0m 30s
2,train,180,0.0001,image,102.98551177978516,0.009294260293245316,0.0,0.014443536289036274,0m 30s
2,train,180,0.0001,attrs,124.91077423095703,0.0,1.3199068307876587,0.13823622465133667,0m 30s
2,train,210,0.0001,joint,163.40284729003906,0.01494029350578785,1.3355495929718018,0.1566653847694397,0m 30s
2,train,210,0.0001,image,103.85626220703125,0.00998743623495102,0.0,0.015180248767137527,0m 30s
2,train,210,0.0001,attrs,127.66645050048828,0.0,1.2898436784744263,0.13536769151687622,0m 30s
2,train,240,0.0001,joint,163.43011474609375,0.015092199668288231,1.2139074802398682,0.14465445280075073,0m 31s
2,train,240,0.0001,image,103.04821014404297,0.00992745254188776,0.0,0.0150798624381423,0m 31s
2,train,240,0.0001,attrs,128.76947021484375,0.0,1.1683727502822876,0.1232757419347763,0m 31s
2,train,270,0.0001,joint,166.1226806640625,0.014801681973040104,1.0929090976715088,0.13239872455596924,0m 31s
2,train,270,0.0001,image,105.1885757446289,0.010034985840320587,0.0,0.015294414013624191,0m 31s
2,train,270,0.0001,attrs,130.10092163085938,0.0,1.0575957298278809,0.11226461082696915,0m 31s
2,train,300,0.0001,joint,166.24325561523438,0.014253335073590279,1.099696159362793,0.13253511488437653,0m 30s
2,train,300,0.0001,image,102.76446533203125,0.009770294651389122,0.0,0.01490851677954197,0m 30s
2,train,300,0.0001,attrs,130.4761962890625,0.0,1.0558173656463623,0.11210555583238602,0m 30s
2,train,330,0.0001,joint,167.10028076171875,0.014067440293729305,0.9779295921325684,0.12021540850400925,0m 31s
2,train,330,0.0001,image,103.31777954101562,0.009030075743794441,0.0,0.014195965602993965,0m 31s
2,train,330,0.0001,attrs,131.69082641601562,0.0,0.941943883895874,0.10077892988920212,0m 31s
2,train,360,0.0001,joint,168.9527587890625,0.014242646284401417,0.8975917100906372,0.11244945228099823,0m 29s
2,train,360,0.0001,image,104.16490173339844,0.009676788002252579,0.0,0.014885032549500465,0m 29s
2,train,360,0.0001,attrs,132.75567626953125,0.0,0.8622139096260071,0.0928591787815094,0m 29s
2,train,390,0.0001,joint,169.63327026367188,0.015233540907502174,0.8376002311706543,0.10747523605823517,0m 29s
2,train,390,0.0001,image,104.62701416015625,0.009998578578233719,0.0,0.015229929238557816,0m 29s
2,train,390,0.0001,attrs,133.3497772216797,0.0,0.8102059364318848,0.08768808096647263,0m 29s
2,train,420,0.0001,joint,170.45590209960938,0.014206429943442345,0.778875470161438,0.10061676800251007,0m 31s
2,train,420,0.0001,image,104.49146270751953,0.009262053295969963,0.0,0.014486626721918583,0m 31s
2,train,420,0.0001,attrs,134.3419647216797,0.0,0.7563892602920532,0.08235602080821991,0m 31s
2,val,30,0.0001,joint,166.95501708984375,0.014799779281020164,0.5514578819274902,0.0782933235168457,0m 24s
2,val,30,0.0001,image,100.15803527832031,0.010703381150960922,0.0,0.015711281448602676,0m 24s
2,val,30,0.0001,attrs,131.52163696289062,0.0,0.3977365791797638,0.04634974151849747,0m 24s
2,val,60,0.0001,joint,167.64407348632812,0.014767175540328026,0.5438370704650879,0.07753308862447739,0m 23s
2,val,60,0.0001,image,100.83741760253906,0.010831329971551895,0.0,0.015873199328780174,0m 23s
2,val,60,0.0001,attrs,131.866455078125,0.0,0.39059343934059143,0.045652665197849274,0m 23s
2,val,90,0.0001,joint,166.41098022460938,0.014763560146093369,0.5363916158676147,0.07672327756881714,0m 23s
2,val,90,0.0001,image,100.55551147460938,0.01077972911298275,0.0,0.015807505697011948,0m 23s
2,val,90,0.0001,attrs,130.561767578125,0.0,0.3867332935333252,0.04520142078399658,0m 23s
3,train,30,0.0001,joint,170.59390258789062,0.01481381431221962,0.7389542460441589,0.0972389280796051,0m 30s
3,train,30,0.0001,image,104.90275573730469,0.010056649334728718,0.0,0.015301786363124847,0m 30s
3,train,30,0.0001,attrs,133.27235412597656,0.0,0.7139575481414795,0.0780593678355217,0m 30s
3,train,60,0.0001,joint,171.115478515625,0.01369483396410942,0.6946948766708374,0.0917200967669487,0m 30s
3,train,60,0.0001,image,104.29171752929688,0.009463107213377953,0.0,0.014677692204713821,0m 30s
3,train,60,0.0001,attrs,133.16488647460938,0.0,0.6650355458259583,0.07316179573535919,0m 30s
3,train,90,0.0001,joint,170.90594482421875,0.01464885100722313,0.6168578267097473,0.08487992733716965,0m 30s
3,train,90,0.0001,image,104.4637680053711,0.009906742721796036,0.0,0.015129931271076202,0m 30s
3,train,90,0.0001,attrs,132.1734161376953,0.0,0.5950528979301453,0.06611395627260208,0m 30s
3,train,120,0.0001,joint,170.70925903320312,0.01373376976698637,0.6133998036384583,0.0836092159152031,0m 30s
3,train,120,0.0001,image,105.69556427001953,0.009623008780181408,0.0,0.01490778662264347,0m 30s
3,train,120,0.0001,attrs,131.8082733154297,0.0,0.5846405625343323,0.06505447626113892,0m 30s
3,train,150,0.0001,joint,169.89413452148438,0.014808472245931625,0.6054770946502686,0.08385089039802551,0m 30s
3,train,150,0.0001,image,102.43609619140625,0.009907184168696404,0.0,0.01502898894250393,0m 30s
3,train,150,0.0001,attrs,131.53060913085938,0.0,0.5824785232543945,0.06482438743114471,0m 30s
3,train,180,0.0001,joint,171.06231689453125,0.014555176720023155,0.678466260433197,0.09095491468906403,0m 30s
3,train,180,0.0001,image,106.14427185058594,0.009831760078668594,0.0,0.015138974413275719,0m 30s
3,train,180,0.0001,attrs,130.19447326660156,0.0,0.6441259384155273,0.07092231512069702,0m 30s
3,train,210,0.0001,joint,170.691162109375,0.013805096969008446,0.5437330007553101,0.0767129510641098,0m 30s
3,train,210,0.0001,image,103.5024185180664,0.010049598291516304,0.0,0.015224717557430267,0m 30s
3,train,210,0.0001,attrs,130.2457275390625,0.0,0.5231215953826904,0.05882444605231285,0m 30s
3,train,240,0.0001,joint,170.02244567871094,0.013743742369115353,0.5222523212432861,0.07447010278701782,0m 29s
3,train,240,0.0001,image,103.16975402832031,0.00969688966870308,0.0,0.014855376444756985,0m 29s
3,train,240,0.0001,attrs,129.3271484375,0.0,0.4925416111946106,0.05572052299976349,0m 29s
3,train,270,0.0001,joint,171.2989501953125,0.013482306152582169,0.44721555709838867,0.06676881015300751,0m 30s
3,train,270,0.0001,image,105.19203186035156,0.009569820016622543,0.0,0.014829421415925026,0m 30s
3,train,270,0.0001,attrs,129.1577606201172,0.0,0.431742787361145,0.04963216930627823,0m 30s
3,train,300,0.0001,joint,169.22781372070312,0.013368045911192894,0.46408605575561523,0.0682380422949791,0m 29s
3,train,300,0.0001,image,102.976318359375,0.009600690566003323,0.0,0.014749506488442421,0m 29s
3,train,300,0.0001,attrs,127.37660217285156,0.0,0.4454742670059204,0.05091625824570656,0m 29s
3,train,330,0.0001,joint,170.13931274414062,0.012902386486530304,0.44585540890693665,0.06599488854408264,0m 33s
3,train,330,0.0001,image,104.7650375366211,0.009209190495312214,0.0,0.014447442255914211,0m 33s
3,train,330,0.0001,attrs,126.74313354492188,0.0,0.43003958463668823,0.049341119825839996,0m 33s
3,train,360,0.0001,joint,169.9296112060547,0.013889523223042488,0.4023416340351105,0.06262016296386719,0m 30s
3,train,360,0.0001,image,103.70659637451172,0.010245430283248425,0.0,0.015430759638547897,0m 30s
3,train,360,0.0001,attrs,125.9554443359375,0.0,0.3841157555580139,0.04470934718847275,0m 30s
3,train,390,0.0001,joint,169.69915771484375,0.013325763866305351,0.3661642074584961,0.05842714011669159,0m 29s
3,train,390,0.0001,image,104.96275329589844,0.009826687164604664,0.0,0.015074824914336205,0m 29s
3,train,390,0.0001,attrs,124.68219757080078,0.0,0.3556731641292572,0.04180142283439636,0m 29s
3,train,420,0.0001,joint,168.5162811279297,0.013313356786966324,0.422143816947937,0.06395354866981506,0m 30s
3,train,420,0.0001,image,101.55056762695312,0.00992078147828579,0.0,0.014998309314250946,0m 30s
3,train,420,0.0001,attrs,123.82566833496094,0.0,0.4097958207130432,0.047170862555503845,0m 30s
3,val,30,0.0001,joint,169.75177001953125,0.013265098445117474,0.2222353219985962,0.04397621750831604,0m 26s
3,val,30,0.0001,image,97.95088958740234,0.010640988126397133,0.0,0.0155385322868824,0m 26s
3,val,30,0.0001,attrs,128.87030029296875,0.0,0.1509375274181366,0.021537266671657562,0m 26s
3,val,60,0.0001,joint,166.7332763671875,0.012912158854305744,0.20853212475776672,0.042102038860321045,0m 23s
3,val,60,0.0001,image,96.53919982910156,0.010238871909677982,0.0,0.015065832063555717,0m 23s
3,val,60,0.0001,attrs,125.15715789794922,0.0,0.1486222743988037,0.021120086312294006,0m 23s
3,val,90,0.0001,joint,167.18275451660156,0.013420118018984795,0.2141735553741455,0.04319660738110542,0m 25s
3,val,90,0.0001,image,100.21137237548828,0.011226827278733253,0.0,0.016237394884228706,0m 25s
3,val,90,0.0001,attrs,123.63321685791016,0.0,0.15136167407035828,0.021317828446626663,0m 25s
4,train,30,0.0001,joint,167.9407958984375,0.012070715427398682,0.3624073266983032,0.05670848488807678,0m 30s
4,train,30,0.0001,image,102.5172119140625,0.009317692369222641,0.0,0.014443552121520042,0m 30s
4,train,30,0.0001,attrs,122.58213806152344,0.0,0.3475680947303772,0.04088591784238815,0m 30s
4,train,60,0.0001,joint,167.7799530029297,0.013408445753157139,0.3290722072124481,0.054704662412405014,0m 31s
4,train,60,0.0001,image,101.87720489501953,0.010006431490182877,0.0,0.01510029099881649,0m 31s
4,train,60,0.0001,attrs,121.93888854980469,0.0,0.31350284814834595,0.03744722902774811,0m 31s
4,train,90,0.0001,joint,167.9058380126953,0.01271781325340271,0.31011414527893066,0.052124522626399994,0m 31s
4,train,90,0.0001,image,103.62020111083984,0.009662999771535397,0.0,0.014844009652733803,0m 31s
4,train,90,0.0001,attrs,120.62168884277344,0.0,0.29794687032699585,0.03582577034831047,0m 31s
4,train,120,0.0001,joint,167.49261474609375,0.013119276612997055,0.31778281927108765,0.05327218770980835,0m 30s
4,train,120,0.0001,image,103.9700927734375,0.010101367719471455,0.0,0.015299871563911438,0m 30s
4,train,120,0.0001,attrs,119.45594024658203,0.0,0.30655956268310547,0.03662875294685364,0m 30s
4,train,150,0.0001,joint,167.15853881835938,0.012781374156475067,0.2841435670852661,0.049553658813238144,0m 30s
4,train,150,0.0001,image,102.53901672363281,0.009707963094115257,0.0,0.014834914356470108,0m 30s
4,train,150,0.0001,attrs,119.07823181152344,0.0,0.27381616830825806,0.03333552926778793,0m 30s
4,train,180,0.0001,joint,165.5374298095703,0.012535378336906433,0.2848356366157532,0.0492958128452301,0m 29s
4,train,180,0.0001,image,102.63548278808594,0.009372953325510025,0.0,0.014504726976156235,0m 29s
4,train,180,0.0001,attrs,117.3892593383789,0.0,0.2720005512237549,0.03306951746344566,0m 29s
4,train,210,0.0001,joint,166.44166564941406,0.011911002919077873,0.25337809324264526,0.04557089880108833,0m 30s
4,train,210,0.0001,image,103.22013854980469,0.009622590616345406,0.0,0.014783596619963646,0m 30s
4,train,210,0.0001,attrs,116.34333801269531,0.0,0.240874245762825,0.029904590919613838,0m 30s
4,train,240,0.0001,joint,166.5701904296875,0.011570964008569717,0.24271830916404724,0.044171303510665894,0m 31s
4,train,240,0.0001,image,103.24380493164062,0.009130965918302536,0.0,0.014293155632913113,0m 31s
4,train,240,0.0001,attrs,115.82568359375,0.0,0.23496532440185547,0.02928781881928444,0m 31s
4,train,270,0.0001,joint,165.61196899414062,0.011552420444786549,0.2372608631849289,0.043559107929468155,0m 30s
4,train,270,0.0001,image,102.78018188476562,0.009190788492560387,0.0,0.014329797588288784,0m 30s
4,train,270,0.0001,attrs,114.69586181640625,0.0,0.22612041234970093,0.02834683656692505,0m 30s
4,train,300,0.0001,joint,165.69383239746094,0.012594994157552719,0.23768261075019836,0.0446479469537735,0m 30s
4,train,300,0.0001,image,102.77226257324219,0.009824434295296669,0.0,0.014963047578930855,0m 30s
4,train,300,0.0001,attrs,113.9632339477539,0.0,0.22428444027900696,0.028126604855060577,0m 30s
4,train,330,0.0001,joint,164.25975036621094,0.012418683618307114,0.24921345710754395,0.045553017407655716,0m 30s
4,train,330,0.0001,image,101.5630111694336,0.009804923087358475,0.0,0.014883073046803474,0m 30s
4,train,330,0.0001,attrs,112.42565155029297,0.0,0.23260588943958282,0.028881872072815895,0m 30s
4,train,360,0.0001,joint,163.3150177001953,0.011917045339941978,0.22814738750457764,0.0428975373506546,0m 30s
4,train,360,0.0001,image,101.73065948486328,0.009402712807059288,0.0,0.014489244669675827,0m 30s
4,train,360,0.0001,attrs,110.93699645996094,0.0,0.21248026192188263,0.026794876903295517,0m 30s
4,train,390,0.0001,joint,163.0838623046875,0.012743605300784111,0.20446904003620148,0.04134470224380493,0m 29s
4,train,390,0.0001,image,101.59740447998047,0.00995717290788889,0.0,0.015037043020129204,0m 29s
4,train,390,0.0001,attrs,110.40948486328125,0.0,0.1974281668663025,0.025263292714953423,0m 29s
4,train,420,0.0001,joint,163.08375549316406,0.01317027397453785,0.1917651891708374,0.040500979870557785,0m 30s
4,train,420,0.0001,image,101.96675109863281,0.010548834688961506,0.0,0.015647172927856445,0m 30s
4,train,420,0.0001,attrs,109.3166275024414,0.0,0.18215197324752808,0.023681029677391052,0m 30s
4,val,30,0.0001,joint,160.50933837890625,0.012435447424650192,0.10125167667865753,0.030586080625653267,0m 24s
4,val,30,0.0001,image,97.87287902832031,0.010986830107867718,0.0,0.01588047482073307,0m 24s
4,val,30,0.0001,attrs,108.300537109375,0.0,0.07276371866464615,0.012691399082541466,0m 24s
4,val,60,0.0001,joint,157.55950927734375,0.011373883113265038,0.10308066010475159,0.029559925198554993,0m 24s
4,val,60,0.0001,image,95.51556396484375,0.010294234380126,0.0,0.015070012770593166,0m 24s
4,val,60,0.0001,attrs,106.46859741210938,0.0,0.07028534263372421,0.01235196366906166,0m 24s
4,val,90,0.0001,joint,161.4632110595703,0.012422163970768452,0.1077788919210434,0.031273212283849716,0m 23s
4,val,90,0.0001,image,98.2489013671875,0.010770909488201141,0.0,0.015683354809880257,0m 23s
4,val,90,0.0001,attrs,109.33712768554688,0.0,0.07756535708904266,0.013223391026258469,0m 23s
5,train,30,0.0001,joint,162.7017822265625,0.012265020981431007,0.2009846270084381,0.04049857333302498,0m 31s
5,train,30,0.0001,image,100.781982421875,0.00978788547217846,0.0,0.014826985076069832,0m 31s
5,train,30,0.0001,attrs,108.07534790039062,0.0,0.19009451568126678,0.02441321685910225,0m 31s
5,train,60,0.0001,joint,163.15838623046875,0.011712659150362015,0.1910044252872467,0.03897102177143097,0m 29s
5,train,60,0.0001,image,103.1142578125,0.009441983886063099,0.0,0.014597696252167225,0m 29s
5,train,60,0.0001,attrs,107.0888442993164,0.0,0.17851173877716064,0.02320561371743679,0m 29s
5,train,90,0.0001,joint,159.4163360595703,0.012012462131679058,0.21189430356025696,0.04117271304130554,0m 30s
5,train,90,0.0001,image,100.115234375,0.009675928391516209,0.0,0.014681689441204071,0m 30s
5,train,90,0.0001,attrs,105.34114074707031,0.0,0.19527199864387512,0.024794258177280426,0m 30s
5,train,120,0.0001,joint,161.44390869140625,0.011586234904825687,0.1574895828962326,0.03540739044547081,0m 30s
5,train,120,0.0001,image,101.41950988769531,0.009491361677646637,0.0,0.014562336727976799,0m 30s
5,train,120,0.0001,attrs,104.89909362792969,0.0,0.15308097004890442,0.02055305242538452,0m 30s
5,train,150,0.0001,joint,161.525634765625,0.011616835370659828,0.16027240455150604,0.03572035953402519,0m 29s
5,train,150,0.0001,image,102.88520812988281,0.009420404210686684,0.0,0.014564665034413338,0m 29s
5,train,150,0.0001,attrs,103.72077941894531,0.0,0.15048207342624664,0.02023424580693245,0m 29s
5,train,180,0.0001,joint,160.09918212890625,0.011674566194415092,0.204819917678833,0.04016151651740074,0m 30s
5,train,180,0.0001,image,101.30018615722656,0.009562628343701363,0.0,0.014627637341618538,0m 30s
5,train,180,0.0001,attrs,103.16201782226562,0.0,0.18591728806495667,0.023749830201268196,0m 30s
5,train,210,0.0001,joint,159.9202880859375,0.012439260259270668,0.15246286988258362,0.03568156063556671,0m 30s
5,train,210,0.0001,image,101.04879760742188,0.010302899405360222,0.0,0.015355337411165237,0m 30s
5,train,210,0.0001,attrs,102.36494445800781,0.0,0.14374247193336487,0.01949249394237995,0m 30s
5,train,240,0.0001,joint,160.3064727783203,0.011623824946582317,0.19859829545021057,0.03949897736310959,0m 29s
5,train,240,0.0001,image,101.0541763305664,0.00978440698236227,0.0,0.014837116003036499,0m 29s
5,train,240,0.0001,attrs,101.36238098144531,0.0,0.18261146545410156,0.023329265415668488,0m 29s
5,train,270,0.0001,joint,159.1138458251953,0.011337880045175552,0.13538607954978943,0.03283218294382095,0m 29s
5,train,270,0.0001,image,100.66712188720703,0.009446654468774796,0.0,0.01448001153767109,0m 29s
5,train,270,0.0001,attrs,100.27796936035156,0.0,0.12842616438865662,0.01785651594400406,0m 29s
5,train,300,0.0001,joint,158.36692810058594,0.011450311169028282,0.13394823670387268,0.03276348114013672,0m 29s
5,train,300,0.0001,image,101.33100891113281,0.009514202363789082,0.0,0.014580752700567245,0m 29s
5,train,300,0.0001,attrs,99.28623962402344,0.0,0.1293451189994812,0.01789882406592369,0m 29s
5,train,330,0.0001,joint,159.2662353515625,0.012311087921261787,0.1556980162858963,0.03584419935941696,0m 29s
5,train,330,0.0001,image,101.85778045654297,0.010406401008367538,0.0,0.015499291010200977,0m 29s
5,train,330,0.0001,attrs,98.38455200195312,0.0,0.14193543791770935,0.01911277137696743,0m 29s
5,train,360,0.0001,joint,159.09962463378906,0.01168713066726923,0.13605435192584991,0.03324754536151886,0m 30s
5,train,360,0.0001,image,102.2669448852539,0.009752149693667889,0.0,0.014865497127175331,0m 30s
5,train,360,0.0001,attrs,97.23600769042969,0.0,0.12309110909700394,0.01717090979218483,0m 30s
5,train,390,0.0001,joint,158.1885986328125,0.011265454813838005,0.13202643394470215,0.03237752616405487,0m 30s
5,train,390,0.0001,image,101.81900024414062,0.009495439007878304,0.0,0.014586389064788818,0m 30s
5,train,390,0.0001,attrs,96.06959533691406,0.0,0.12901893258094788,0.017705373466014862,0m 30s
5,train,420,0.0001,joint,157.88311767578125,0.011376535519957542,0.12342071533203125,0.031612761318683624,0m 30s
5,train,420,0.0001,image,101.19615936279297,0.009650131687521935,0.0,0.014709940180182457,0m 30s
5,train,420,0.0001,attrs,95.73275756835938,0.0,0.11714361608028412,0.01650100015103817,0m 30s
5,val,30,0.0001,joint,153.08123779296875,0.011565670371055603,0.06142886355519295,0.025362618267536163,0m 24s
5,val,30,0.0001,image,95.1349868774414,0.01062062755227089,0.0,0.015377376228570938,0m 24s
5,val,30,0.0001,attrs,94.021728515625,0.0,0.044784918427467346,0.009179579094052315,0m 24s
5,val,60,0.0001,joint,151.24603271484375,0.011130809783935547,0.058530159294605255,0.024546127766370773,0m 24s
5,val,60,0.0001,image,94.00230407714844,0.010240897536277771,0.0,0.014941012486815453,0m 24s
5,val,60,0.0001,attrs,92.368408203125,0.0,0.042947057634592056,0.008913125842809677,0m 24s
5,val,90,0.0001,joint,154.87521362304688,0.011455529369413853,0.06687043607234955,0.025886334478855133,0m 23s
5,val,90,0.0001,image,96.60113525390625,0.010938018560409546,0.0,0.01576807349920273,0m 23s
5,val,90,0.0001,attrs,94.91336822509766,0.0,0.04506272077560425,0.009251940995454788,0m 23s
6,train,30,0.0001,joint,158.15682983398438,0.010308125987648964,0.1202370673418045,0.03023967519402504,0m 31s
6,train,30,0.0001,image,101.66551208496094,0.008842697367072105,0.0,0.013925973325967789,0m 31s
6,train,30,0.0001,attrs,94.85250091552734,0.0,0.1135004386305809,0.01609266921877861,0m 31s
6,train,60,0.0001,joint,157.1945343017578,0.01159194391220808,0.10243776440620422,0.02969544753432274,0m 29s
6,train,60,0.0001,image,101.56510162353516,0.00986486952751875,0.0,0.01494312472641468,0m 29s
6,train,60,0.0001,attrs,93.47206115722656,0.0,0.09761795401573181,0.014435398392379284,0m 29s
6,train,90,0.0001,joint,156.490234375,0.011214524507522583,0.11063265800476074,0.030102301388978958,0m 29s
6,train,90,0.0001,image,100.33778381347656,0.009582353755831718,0.0,0.014599242247641087,0m 29s
6,train,90,0.0001,attrs,92.66021728515625,0.0,0.10295236110687256,0.014928246848285198,0m 29s
6,train,120,0.0001,joint,155.16265869140625,0.011362127959728241,0.1079016849398613,0.029910428449511528,0m 30s
6,train,120,0.0001,image,100.07245635986328,0.009887316264212132,0.0,0.014890938997268677,0m 30s
6,train,120,0.0001,attrs,91.8633804321289,0.0,0.10270969569683075,0.014864138327538967,0m 30s
6,train,150,0.0001,joint,154.05149841308594,0.011408890597522259,0.11512668430805206,0.030624132603406906,0m 30s
6,train,150,0.0001,image,98.38738250732422,0.00979241356253624,0.0,0.014711782336235046,0m 30s
6,train,150,0.0001,attrs,90.75578308105469,0.0,0.11096788942813873,0.015634577721357346,0m 30s
