epoch,phase,itr,lr,mode,KL,RE_img,BCE_attr,loss,time
6,train,180,0.0001,joint,156.0677490234375,0.010996750555932522,0.10793191194534302,0.0295933298766613,0m 29s
6,train,180,0.0001,image,101.26699829101562,0.009494919329881668,0.0,0.014558268710970879,0m 29s
6,train,180,0.0001,attrs,89.54581451416016,0.0,0.10056324303150177,0.014533615671098232,0m 29s
6,train,210,0.0001,joint,154.09921264648438,0.010637125000357628,0.10519853979349136,0.028861939907073975,0m 30s
6,train,210,0.0001,image,100.3629150390625,0.009226754307746887,0.0,0.014244900085031986,0m 30s
6,train,210,0.0001,attrs,88.39686584472656,0.0,0.09977482259273529,0.014397326856851578,0m 30s
6,train,240,0.0001,joint,154.12611389160156,0.011014329269528389,0.10162541270256042,0.028883175924420357,0m 29s
6,train,240,0.0001,image,100.14930725097656,0.009498799219727516,0.0,0.014506264589726925,0m 29s
6,train,240,0.0001,attrs,87.94996643066406,0.0,0.09741662442684174,0.014139162376523018,0m 29s
6,train,270,0.0001,joint,154.56626892089844,0.010573094710707664,0.09629892557859421,0.027931302785873413,0m 30s
6,train,270,0.0001,image,101.34500122070312,0.009303869679570198,0.0,0.014371120370924473,0m 30s
6,train,270,0.0001,attrs,87.00483703613281,0.0,0.09357921034097672,0.013708163052797318,0m 30s
6,train,300,0.0001,joint,154.66627502441406,0.010871700011193752,0.09449896961450577,0.028054911643266678,0m 31s
6,train,300,0.0001,image,100.14533233642578,0.00950122345238924,0.0,0.014508490450680256,0m 31s
6,train,300,0.0001,attrs,86.5840835571289,0.0,0.08968581259250641,0.013297785073518753,0m 31s
6,train,330,0.0001,joint,153.9222412109375,0.01076267659664154,0.09007927030324936,0.02746671624481678,0m 30s
6,train,330,0.0001,image,101.19100952148438,0.009514943696558475,0.0,0.014574496075510979,0m 30s
6,train,330,0.0001,attrs,85.5518798828125,0.0,0.0868920236825943,0.01296679675579071,0m 30s
6,train,360,0.0001,joint,153.39637756347656,0.011604228056967258,0.08677488565444946,0.02795153483748436,0m 29s
6,train,360,0.0001,image,100.1640625,0.010136550292372704,0.0,0.015144754201173782,0m 29s
6,train,360,0.0001,attrs,84.4598388671875,0.0,0.08332118391990662,0.012555111199617386,0m 29s
6,train,390,0.0001,joint,151.84286499023438,0.010962679982185364,0.111350879073143,0.029689909890294075,0m 28s
6,train,390,0.0001,image,99.0840835571289,0.009725697338581085,0.0,0.01467990130186081,0m 28s
6,train,390,0.0001,attrs,83.83416748046875,0.0,0.10694869607686996,0.014886578544974327,0m 28s
6,train,420,0.0001,joint,152.8328857421875,0.010466482490301132,0.0856579840183258,0.026673924177885056,0m 30s
6,train,420,0.0001,image,99.87195587158203,0.009470611810684204,0.0,0.014464208856225014,0m 30s
6,train,420,0.0001,attrs,82.95232391357422,0.0,0.08158281445503235,0.01230589859187603,0m 30s
6,val,30,0.0001,joint,150.23760986328125,0.011486990377306938,0.04029091075062752,0.02302796021103859,0m 24s
6,val,30,0.0001,image,94.57061767578125,0.01064380630850792,0.0,0.015372336842119694,0m 24s
6,val,30,0.0001,attrs,84.36636352539062,0.0,0.02982485480606556,0.007200803607702255,0m 24s
6,val,60,0.0001,joint,151.87506103515625,0.011027208529412746,0.0421702116727829,0.022837983444333076,0m 23s
6,val,60,0.0001,image,94.15787506103516,0.010474123060703278,0.0,0.015182016417384148,0m 23s
6,val,60,0.0001,attrs,86.77708435058594,0.0,0.030412262305617332,0.007380080409348011,0m 23s
6,val,90,0.0001,joint,147.47012329101562,0.010636021383106709,0.03784051910042763,0.021793579682707787,0m 24s
6,val,90,0.0001,image,93.03202819824219,0.01046251505613327,0.0,0.015114117413759232,0m 24s
6,val,90,0.0001,attrs,82.19334411621094,0.0,0.02920536883175373,0.007030203938484192,0m 24s
7,train,30,0.0001,joint,152.0361328125,0.009881047531962395,0.06765293329954147,0.024248145520687103,0m 30s
7,train,30,0.0001,image,98.90960693359375,0.009063711389899254,0.0,0.01400919258594513,0m 30s
7,train,30,0.0001,attrs,82.11222839355469,0.0,0.06713052093982697,0.01081866305321455,0m 30s
7,train,60,0.0001,joint,151.5483856201172,0.011001751758158207,0.07417942583560944,0.025997113436460495,0m 29s
7,train,60,0.0001,image,99.38278198242188,0.00965120643377304,0.0,0.014620345085859299,0m 29s
7,train,60,0.0001,attrs,81.72036743164062,0.0,0.07145917415618896,0.011231936514377594,0m 29s
7,train,90,0.0001,joint,151.55221557617188,0.011064393445849419,0.08317600190639496,0.026959605515003204,0m 28s
7,train,90,0.0001,image,99.6029052734375,0.00981990247964859,0.0,0.014800049364566803,0m 28s
7,train,90,0.0001,attrs,80.82109069824219,0.0,0.077933669090271,0.011834422126412392,0m 28s
7,train,120,0.0001,joint,150.655029296875,0.010519815608859062,0.0810232013463974,0.026154886931180954,0m 29s
7,train,120,0.0001,image,98.64285278320312,0.00957762636244297,0.0,0.014509769156575203,0m 29s
7,train,120,0.0001,attrs,80.07574462890625,0.0,0.08040858805179596,0.01204464677721262,0m 29s
7,train,150,0.0001,joint,150.32655334472656,0.01084927935153246,0.07002295553684235,0.02536790259182453,0m 29s
7,train,150,0.0001,image,99.25080871582031,0.009908480569720268,0.0,0.014871020801365376,0m 29s
7,train,150,0.0001,attrs,79.13270568847656,0.0,0.06623998284339905,0.010580632835626602,0m 29s
7,train,180,0.0001,joint,150.08062744140625,0.010752914473414421,0.07240764796733856,0.025497710332274437,0m 28s
7,train,180,0.0001,image,99.02973175048828,0.009544933214783669,0.0,0.014496419578790665,0m 28s
7,train,180,0.0001,attrs,78.39073181152344,0.0,0.06974874436855316,0.01089441031217575,0m 28s
7,train,210,0.0001,joint,150.0147705078125,0.010196322575211525,0.06042403355240822,0.023739464581012726,0m 30s
7,train,210,0.0001,image,98.57061767578125,0.009355317801237106,0.0,0.01428384892642498,0m 30s
7,train,210,0.0001,attrs,77.74259948730469,0.0,0.05953241139650345,0.009840371087193489,0m 30s
7,train,240,0.0001,joint,150.46893310546875,0.010396461933851242,0.06348691135644913,0.02426859736442566,0m 33s
7,train,240,0.0001,image,99.69129943847656,0.009504362009465694,0.0,0.014488927088677883,0m 33s
7,train,240,0.0001,attrs,77.06537628173828,0.0,0.05917954817414284,0.009771223179996014,0m 33s
7,train,270,0.0001,joint,149.87240600585938,0.010387338697910309,0.06047435849905014,0.02392839640378952,0m 29s
7,train,270,0.0001,image,98.97223663330078,0.009438203647732735,0.0,0.014386815950274467,0m 29s
7,train,270,0.0001,attrs,76.11199951171875,0.0,0.05711522325873375,0.009517122060060501,0m 29s
7,train,300,0.0001,joint,148.27163696289062,0.010606068186461926,0.05826309695839882,0.023845959454774857,0m 33s
7,train,300,0.0001,image,97.62126922607422,0.009920535609126091,0.0,0.014801599085330963,0m 33s
7,train,300,0.0001,attrs,75.42428588867188,0.0,0.05620050057768822,0.00939126405864954,0m 33s
7,train,330,0.0001,joint,149.47467041015625,0.010578006505966187,0.0665849894285202,0.024710237979888916,0m 30s
7,train,330,0.0001,image,100.0908203125,0.009429276920855045,0.0,0.014433817937970161,0m 30s
7,train,330,0.0001,attrs,74.52189636230469,0.0,0.0673803836107254,0.010464133694767952,0m 30s
7,train,360,0.0001,joint,148.6134033203125,0.010543965734541416,0.055306605994701385,0.02350529655814171,0m 34s
7,train,360,0.0001,image,98.21232604980469,0.009723993949592113,0.0,0.014634610153734684,0m 34s
7,train,360,0.0001,attrs,73.97547912597656,0.0,0.05263323709368706,0.008962096646428108,0m 34s
7,train,390,0.0001,joint,148.06251525878906,0.010951266624033451,0.05502983182668686,0.023857373744249344,0m 33s
7,train,390,0.0001,image,99.04576873779297,0.009818978607654572,0.0,0.014771265909075737,0m 33s
7,train,390,0.0001,attrs,72.81966400146484,0.0,0.05381765961647034,0.009022749029099941,0m 33s
7,train,420,0.0001,joint,147.7627410888672,0.010406998917460442,0.06346261501312256,0.024141397327184677,0m 31s
7,train,420,0.0001,image,99.61320495605469,0.009478296153247356,0.0,0.014458956196904182,0m 31s
7,train,420,0.0001,attrs,72.74906921386719,0.0,0.06044704467058182,0.009682158008217812,0m 31s
7,val,30,0.0001,joint,144.27163696289062,0.010091488249599934,0.02652610093355179,0.019957680255174637,0m 25s
7,val,30,0.0001,image,93.73899841308594,0.009831387549638748,0.0,0.014518337324261665,0m 25s
7,val,30,0.0001,attrs,72.47840881347656,0.0,0.02019585110247135,0.00564350513741374,0m 25s
7,val,60,0.0001,joint,145.80010986328125,0.01042209193110466,0.02830813266336918,0.02054291032254696,0m 24s
7,val,60,0.0001,image,96.0286865234375,0.010094691999256611,0.0,0.014896126464009285,0m 24s
7,val,60,0.0001,attrs,72.48248291015625,0.0,0.021412963047623634,0.005765420850366354,0m 24s
7,val,90,0.0001,joint,144.5203399658203,0.011220971122384071,0.02768572047352791,0.021215559914708138,0m 24s
7,val,90,0.0001,image,94.92216491699219,0.01048170868307352,0.0,0.015227816998958588,0m 24s
7,val,90,0.0001,attrs,72.1386947631836,0.0,0.021348048001527786,0.005741739645600319,0m 24s
